Group,Organization,Closing_Code,Type_of_Submission,Impact_Summary,Activity,Day_Time_MW,Outage_Duration,Headline_Description,Closing_Type,Prime_Element,ITIL_Severity,SRED
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: dSDE Capacity Expansion - pingtest - dgw70/71.bawk POBA2

Description: This dSDE site is required to support Solaris growing traffic.
X172791.51 dSDE Capacity Expansion - pingtest. - Day Time
This activity is to upgrade capacity on: dgw70/71.bawk",No Issues,Other,P4,0
IP Core,Network Management and Ops,Completed,Lead Time Exception,Other,Software Upgrade,MW,0.0,"Headline: 0973-002-JUNOS SWITCH UPGRADE VA1SIGR5 / VA1SIGR6

Description: This project for upgrading JunOS operating system code to certified and supported release, identified to be 12.3R12-S15  from the current release 11.4XR5.5 / JUNOS 12.3R9.4 / 12.3R12.4, which is nearing End-of-Support. The new Junos code has to be upgraded on Juniper Switches in the RCWIN production network. 

2.1 Scope of Work
 The scope of this project is to upgrade JunOS version from current 11.4XR5.5 to 12.3R12-S15 across all RCWIN Juniper EX Switches.

The following switches will be concerned:
- Sigtran Switches
- Core Switches
- WPS Switches
- WRS ? Roaming Switches
Note: Please refer to RCWIN Sigtran Switch list",No Issues,Other,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: Threatened",Other,Day Time,0.0,"Headline: E2870: New Transmission and commissioning

Description: E2870:Commission: S1-E2870-01, MW, HSPA, LTE & TLAN at COW EMERGENCY E1-to replace Silo No:5 at Habitat
67
Location: attached to S1-E0408-01 (Hub A2-E0170-02) via ML-TN [OSPF Area #0.0.6.5].
TLAN will be commissioned over IPRAN.
** Service affecting: NO **",No Issues,A1/S1/CSDx,P4,0
IP Core,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: X191696-2019 'PING TEST' Central Core Capacity Upgrade (CAP23)

Description: PING TEST on the new links
Commissioning of 5X100GE between CGW01.BLOOR and CGW01.MTNK, and add them on the existing bundle",No Issues,Other,P4,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: DNS Requests Ticket #188513

Description: ***********Add/Update/Remove DNS Records************",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Lead Time Exception,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: Project Prodigy new APNs - HSS-FE

Description: To create new APN/Context IDs on HSS-FE nodes that are required for Prodigy.
This WO can be implemented on PM01HSS01 only after successful PM01HSS01 SW upgrade to 1.29.",No Issues,Other,P4,0
IP Core,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: DGW01/02.KTGC Port Activations for CMTS76.CMBR

Description: DGW01/02.KTGC Port Activations for CMTS76.CMBR - Capacity Augmentation cmts76.CMBR

Trunk 1
xgig 6/4  A3 Tap09.mod03.ktgc B3  dgw01.ktgc Te0/8/0/2/6
xgig 6/5  A4 Tap09.mod03.ktgc  B4 dgw01.ktgc Te0/8/0/2/7


Trunk 2
xgig 7/4  A3 Tap10.mod03.ktgc  B3 dgw02.ktgc Te0/8/0/2/6
xgig 7/5  A4 Tap10.mod03.ktgc  B4 dgw02.ktgc Te0/8/0/2/7",No Issues,Other,P4,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: DNS Requests Ticket #515954

Description: ***********Add/Update/Remove DNS Records************",No Issues,Other,P4,0
IP Core,Network Management and Ops,Completed,Corrective,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: Replace sup card on agw42.grnsbr

Description: Purpose of this NCT is to replace failed SUP card on agw42.grnsbr.
IMT.2004.007768",No Issues,Other,P4,0
IP Core,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: X201078_2020 STACKPATH PEER UPGRADE_CHCRMK

Description: 2 OVERVIEW AND OBJECTIVES
The objective of this eMOP is to establish peering session with Stackpath at igw01.chcrmk.
2.1 Scope of Work(NCT ? Description)
To establish peering session with Stackpath at igw01.chcrmk.",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: Service=EBU&FOA=NO VSR1058 - Provision Le Germain Hotel

Description: It is a non-services impact activity to implement VSR-0000001058-CLA-13340.
In this activity we'll add and remove services to Le Germain Hotel. Service will be removed after validation status is received for the new requested services. Customer will be advised.

Le Germain Hotel (Mercer) ROGCAPS042: add TSN2 HD, remove TSN2/TSN4 SD

TOROONLQ-IPX64-AGGR-01(172.19.14.98)",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: Threatened",Other,MW,0.0,"Headline: Ciena nodes upgrade 11 to 12.40

Description: Ciena nodes upgrade 11 to 12.40 version 
BARION01O2D-901
BARION79O2D-005
BARION87O2D-005
BLVLONAUO2D-006
CRNWONCEO2D-001
No 200G card

",No Issues,Other,P4,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: DNS Requests Ticket #224937

Description: ***********Add/Update/Remove DNS Records************",No Issues,Other,P4,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: X191809.11 adc24/25.dyas partition config PT01.SS7 Day Time

Description: X191809.11 adc24/25.dyas partition config PT01.SS7 Day Time",No Issues,Other,P4,0
Management and Control Networks,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: Apply video latency workaround on RPHY cmts21.mtnk

Description: Apply video latency workaround on RPHY cmts21.mtnk
Note: This is a non production CMTS.",No Issues,CMTS,P4,0
Other,Network Management and Ops,Other,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: LAB CALL TESTING

Description: This request is for unblocking of SIP trunks towards the IMS lab for VoLTE/UCC traffic. This was blocked to mitigate fraud activities. We need these unblocked to conduct lab testing and will block them again at the end of the day.
Note: This activity is reused by multiple ongoing projects to unblock & block the links on production MSCs.

MOP has been attached for your reference.",Other,Other,P4,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: Solaris Edge Cache Capacity Expansion 2020 dgw70/71.flfrd

Description: X202266 - Solaris Edge Cache Capacity Expansion 2020 dgw70/71.xxxx",No Issues,Other,P4,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: dSDE Capacity Expansion - Bundle - dgw70/71.baal POAL1

Description: This dSDE site is required to support Solaris growing traffic.
X172791.51 dSDE Capacity Expansion - Bundle.
This activity is to upgrade capacity by adding new ports on: dgw70/71.baal ALLISTON - POAL1",No Issues,Other,P4,0
Other,Network Management and Ops,Other,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: Service=EBU&FOA=NO VSR1058 - Provision Le Germain Hotel

Description: It is a non-services impact activity to implement VSR-0000001058-CLA-13340.
In this activity we'll add and remove services to Le Germain Hotel. Service will be removed after validation status is received for the new requested services. Customer will be advised.

Le Germain Hotel (Mercer) ROGCAPS042: add TSN2 HD, remove TSN2/TSN4 SD

TOROONLQ-IPX64-AGGR-01(172.19.14.98)",Other,Other,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: Upgrade NBU Appliances from 7.7.3 to 8.2 (day4)

Description: Upgrade NBU Appliances from 7.7.3 to 8.2

172.19.250.225 nbu-master1-ym
172.16.58.37 nbu-master1-wlfdle
10.215.17.76    nbu-master1-va2
10.215.8.136 nbu-master1-ml02
172.19.236.18 nbu-media01-dupt
172.19.237.56 nbu-media01-qcmtl
10.219.6.109    nbu-media02-ym",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: 9960-298 BC FWA  APN ATP Day2

Description: To perform TCM of FWA service on all 6 EPG-SSRs",No Issues,Other,P4,0
Other,"Planning, Development and Core Eng",Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: Upgrade flow OTDR Go360 Web trace

Description: Flow need to be updated to support changes in the alarms parameters",No Issues,Other,P4,0
Management and Control Networks,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: X200001.43 RCMIN-Routing Changes for IP RAN Subnets_eFCR7627

Description: X200001.43 RCMIN-Routing Changes for IP RAN Subnets_eFCR7627

There is no impact we are adding routing for the FCR which already been implemented",No Issues,Other,P4,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: DNS Requests Ticket #605707

Description: ***********Add/Update/Remove DNS Records************",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: eWO # W4818-TWO-8960-285-001-A site: CEDAR & 7TH - 

Description: BR - Define new cell site data in MTAS

""LTE CELL Name
(CELL_SITE)""
V00LXA
V00LXB
V00LXC
V00LXD
V00LXE
V00LXF
V00LXX
V00LXY
V00LXZ
Location Code
W4818
",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Lead Time Exception,Other,Software Upgrade,MW,3.0,"Headline: 20.Q2.C1 Upgrade (ERAN_not_Active)

Description: Need to upgrade the nodes in order to have all the latest corrections.",No Issues,Other,P3,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Lead Time Exception,Other,Other,MW,2.0,"Headline: BACC-CODA upgrade are pre-requisites for OFDMA 43-85Mhz turnup

Description: NOTE: This activity is approved by upper management
approx cx impacted ~ 438 MAC list attached.
This NCT has to be completed for OFDMA 43-85Mhz turnup on the MDs for Wednesday MW. This activity to enable OFDMA with mid-split for trial soon. As one of the prerequisite is to upgrade CODA to SDK 7 code on selected 3 MDs and confirmed no MR modems. MAC list of CODA (438 in total) is attached to the NCT.
cmts76.wlfdle
cmts86.mtnk",No Issues,Other,P3,0
IPRAN Operations,Network Management and Ops,Completed,Normal,Other,Other,MW,150.0,"Headline: C3781 - Traffic cut-over to the new Cisco NCS-540

Description: C3781-EP-9976-720-1-CUT-A
IPRAN Traffic cut-over to the new Cisco NCS-540",No Issues,A1/S1/CSDx,P3,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: Threatened",Other,MW,0.0,"Headline: Port Opening- BB Uplift Project BC

Description: IPRAN Team will open Cisco Ports for Ericsson Base band Integration 


W4696 Pentiction Hospital, Penticton IB W4696 (CBU) LAO




https://rcirogers.sharepoint.com/sites/EqptEng-Docs/EwoDistribution/Current/7514-163//W0000-EP-0913-101-N11-A/W0000-EP-0913-101-N11-A.pdf",No Issues,A1/S1/CSDx,P4,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: CACF Leaf Configuration LFS03A.MTWD WOODBRIDGE DAY TIME

Description: Common Access Connectivity Fabric (Service/Access Leaf) Activation. The wok will be conducted on one element per NCT:
LFS01A.MTWD
LFS02A.MTWD
LFS03A.MTWD
LFA001A.MTWD
LFA002A.MTWD
LFA003A.MTWD
LFA004A.MTWD
LFA005A.MTWD",No Issues,Other,P4,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Configuration Change,Day Time,0.0,"Headline: X192100 TSP TAP tsppts05/06/...09/10.ktgc - Part 2

Description: To connect PTS-TAP links for the TSP Wireline Deployment project.
Setup links between TAP and PTS by enabling the ports on PTSs (in the ?Elements? ) with different CMTSs (in the ?Elements?)

Note:
Site HE tech is not required.
Project agreed to proceed during Change Restriction, to augment node capacity. Change Management - please SUBMIT after review.",No Issues,Other,P4,0
IPRAN Operations,Network Management and Ops,Completed,Lead Time Exception,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",Other,MW,150.0,"Headline: C2820 - Traffic Cutover - C2820-EP-8520-002-2-CUT-A

Description: IPRAN Traffic cut-over from A2-C2820-01 to the new A2H-C2820-01
***HOT-CUT*** Service Affecting
- TenGigE Upgrade Required: No",No Issues,A2/S2,P2,0
IPRAN Operations,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,MW,0.0,"Headline: Port Opening- BB Uplift Project BC

Description: IPRAN Team will open Cisco Ports for Ericsson Base band Integration 

W5304 Victoria Centre


WO #: W0000-EP-7514-163-N03-A

Link to the PWO: https://rcirogers.sharepoint.com/sites/EqptEng-Docs/EwoDistribution/Forms/AllItems.aspx?viewid=725f0e78%2De7d5%2D4b8b%2Db436%2D93cfa23bcac1&id=%2Fsites%2FEqptEng%2DDocs%2FEwoDistribution%2FCurrent%2F7514%2D163%2FW0000%2DEP%2D7514%2D163%2DN03%2DA",No Issues,A1/S1/CSDx,P4,0
Other,"Planning, Development and Core Eng",Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: Alarm bundle prep work to Inactivate old IPRAN OGPAs

Description: Alarm bundle prep work to Inactivate old IPRAN OGPAs
Create new temp OGPA.
Remove alarm bundles from IPRANs old OGPAs.
Link alarm bundles to new temp OGPA.  
",No Issues,Other,P4,0
RHSI and Service Delivery Environment,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: Spine and Leaf Pineridge device Activation LFA004A.PR --DAY TIME

Description: Common Access Connectivity Fabric (Service/Access Leaf) Activation PINERIDGE. The wok will be conducted on one element per NCT:
LFS01A.PR
LFS02A.PR
LFS03A.PR

LFA001A.PR
LFA002A.PR
LFA003A.PR
LFA004A.PR
LFA005A.PR
LFA006A.PR
LFA007A.PR
LFA008A.PR
LFA009A.PR
LFA010A.PR",No Issues,Other,P4,0
IPRAN Operations,Network Management and Ops,Completed,Normal,Other,Other,MW,0.0,"Headline: A2l-c5481-01 - High input error rate on Te0/3/4

Description: A2l-c5481-01 - High input error rate on Te0/3/4   facing C0433

SFP-10G-LR-S",No Issues,A2/S2,P3,0
Other,Network Management and Ops,Completed,Normal,Other,Other,MW,12.0,"Headline: Classical=Y, FOA=N; Regional provisioning of EC01 from ECS

Description: X182954- The purpose of this activity is to import EC configuration from ECS GUI. This will push config file from ECS to EC01 for 78 MPEG4 sources, package updates and new channel map. After successful import of config file, EC01 will be bounced. This specific NCT will add 78 new MPEG4 sources, package change updates and channel map updates.

VOD new session setup will be impacted for 12 min on EC01 sites.

The impacted hubs are -
YorkMills- PT01
Scarlett- PT04
Greensboro - PT06
Comstock-A - PT08A
Dupont - PT07
Bloor - PT05",No Issues,Other,P3,0
Other,Network Management and Ops,Completed,Normal,"Customer Impact: Small
Service Impact: None
Network Impact: None",Other,Day Time,0.0,"Headline: 201458.01, decommission channel #6 between Wolfedale and Sarnia

Description: Complete decommissioning of Existing Channel 6 between Wolfedale and Sarmia, Place cards OOS for reassignment.",No Issues,Other,P4,0
